,exp,sub_id,segment_seconds,path,activation_arr,valence_arr,segment_id,valence,arousal,emotion
1845,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3559.npy,{6|6|6|7},{7|7|6|7},3559,2,2,0.0;0.0;1.0
1846,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3560.npy,{5|6|6|6},{5|5|5|6},3560,1,2,0.0;0.75;0.25
1847,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3561.npy,{5|6|6|6|6},{5|7|5|8|6},3561,2,2,0.0;0.4;0.6
1848,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3562.npy,{6|8|6|6},{6|7|6|8},3562,2,2,0.0;0.0;1.0
1849,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3563.npy,{8|6|6|7},{5|5|5|2},3563,1,2,0.25;0.75;0.0
1850,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3564.npy,{5|5|6|7},{6|7|5|8},3564,2,1,0.0;0.25;0.75
1851,personal,5865001,8.0,/z/lancelcy/R21/mfbs/3566.npy,{7|8|6|8},{6|8|5|4},3566,2,2,0.25;0.25;0.5
1852,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3567.npy,{7|7|7|8},{7|8|7|8},3567,2,2,0.0;0.0;1.0
1853,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3568.npy,{6|6|6|8},{4|6|4|2},3568,0,2,0.75;0.0;0.25
1854,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3569.npy,{5|5|6|6},{5|4|5|5},3569,1,1,0.25;0.75;0.0
1855,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3570.npy,{5|5|6|4},{5|5|5|5},3570,1,1,0.0;1.0;0.0
1856,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3571.npy,{5|5|6|5},{5|5|5|5},3571,1,1,0.0;1.0;0.0
1857,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3572.npy,{5|6|6|6},{5|6|5|6},3572,1,2,0.0;0.5;0.5
1858,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3574.npy,{4|4|5|5|5},{4|3|4|3|3},3574,0,1,1.0;0.0;0.0
1859,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3575.npy,{4|4|4|4},{4|4|5|5},3575,0,0,0.5;0.5;0.0
1860,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3576.npy,{5|5|6|6},{4|5|5|4},3576,0,1,0.5;0.5;0.0
1861,personal,5865001,13.0,/z/lancelcy/R21/mfbs/3577.npy,{5|6|6|6},{5|6|6|6},3577,2,2,0.0;0.25;0.75
1862,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3578.npy,{5|4|6|6|5},{4|3|4|4|2},3578,0,1,1.0;0.0;0.0
1863,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3579.npy,{6|6|6|6|7},{5|4|5|5|8},3579,1,2,0.2;0.6;0.2
1864,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3580.npy,{5|5|5|6},{5|4|4|4},3580,0,1,0.75;0.25;0.0
1865,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3582.npy,{6|6|6|7},{7|7|7|8},3582,2,2,0.0;0.0;1.0
1866,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3583.npy,{5|4|5|5},{4|2|4|6},3583,0,1,0.75;0.0;0.25
1867,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3584.npy,{3|4|5|4|3},{4|3|4|3|3},3584,0,0,1.0;0.0;0.0
1868,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3585.npy,{6|4|5|4},{6|6|7|8},3585,2,0,0.0;0.0;1.0
1869,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3586.npy,{5|5|5|6},{5|5|5|5},3586,1,1,0.0;1.0;0.0
1870,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3587.npy,{6|5|5|6|3},{5|3|5|5|2},3587,1,1,0.4;0.6;0.0
1871,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3589.npy,{6|7|6|6},{4|6|5|5},3589,1,2,0.25;0.5;0.25
1872,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3590.npy,{4|4|5|4},{5|3|5|5},3590,1,0,0.25;0.75;0.0
1873,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3591.npy,{5|7|7|7},{5|6|5|6},3591,1,2,0.0;0.5;0.5
1874,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3592.npy,{5|7|6|7},{5|6|5|6},3592,1,2,0.0;0.5;0.5
1875,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3593.npy,{5|7|6|6|6},{5|5|5|5|6},3593,1,2,0.0;0.8;0.2
1876,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3594.npy,{5|7|7|6},{5|4|5|5},3594,1,2,0.25;0.75;0.0
1877,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3596.npy,{4|6|6|6},{4|4|4|3},3596,0,2,1.0;0.0;0.0
1878,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3597.npy,{4|5|5|5},{4|4|5|5},3597,0,1,0.5;0.5;0.0
1879,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3598.npy,{6|7|6|7|6},{4|6|5|5|6},3598,1,2,0.2;0.4;0.4
1880,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3600.npy,{5|6|6|6},{5|4|5|5},3600,1,2,0.25;0.75;0.0
1881,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3601.npy,{5|6|6|6},{5|5|5|6},3601,1,2,0.0;0.75;0.25
1882,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3602.npy,{5|5|5|6},{5|4|5|4},3602,0,1,0.5;0.5;0.0
1883,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3603.npy,{6|7|6|8|8},{5|7|5|6|8},3603,2,2,0.0;0.4;0.6
1884,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3604.npy,{5|7|7|7|7},{5|6|5|5|6},3604,1,2,0.0;0.6;0.4
1885,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3605.npy,{6|7|7|7|8},{6|7|5|6|6},3605,2,2,0.0;0.2;0.8
1886,personal,5865001,14.0,/z/lancelcy/R21/mfbs/3606.npy,{7|7|7|8},{6|6|5|9},3606,2,2,0.0;0.25;0.75
1887,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3607.npy,{5|4|5|6|5},{4|4|5|4|5},3607,0,1,0.6;0.4;0.0
1888,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3608.npy,{5|6|6|5},{5|5|5|5},3608,1,1,0.0;1.0;0.0
1889,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3609.npy,{5|5|6|6},{3|4|4|2},3609,0,1,1.0;0.0;0.0
1890,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3610.npy,{6|7|6|6},{6|8|5|6},3610,2,2,0.0;0.25;0.75
1891,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3611.npy,{7|7|7|8},{2|7|4|2},3611,0,2,0.75;0.0;0.25
1892,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3614.npy,{6|7|6|7},{6|7|4|6},3614,2,2,0.25;0.0;0.75
1893,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3615.npy,{7|8|6|7},{6|8|7|8},3615,2,2,0.0;0.0;1.0
1894,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3616.npy,{6|6|5|5},{6|6|6|6},3616,2,1,0.0;0.0;1.0
1895,personal,5865001,11.0,/z/lancelcy/R21/mfbs/3617.npy,{7|7|6|7|7},{6|7|6|7|7},3617,2,2,0.0;0.0;1.0
1896,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3619.npy,{5|7|7|7},{5|5|5|6},3619,1,2,0.0;0.75;0.25
1897,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3620.npy,{5|5|5|5},{5|4|5|5},3620,1,1,0.25;0.75;0.0
1898,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3624.npy,{5|4|5|6},{5|3|5|6},3624,1,1,0.25;0.5;0.25
1899,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3625.npy,{5|7|5|6},{4|4|4|3},3625,0,1,1.0;0.0;0.0
1900,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3626.npy,{6|7|6|7},{6|3|5|4},3626,0,2,0.5;0.25;0.25
1901,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3627.npy,{6|6|6|7},{6|7|6|7},3627,2,2,0.0;0.0;1.0
1902,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3628.npy,{6|6|6|7|7},{5|4|5|5|6},3628,1,2,0.2;0.6;0.2
1903,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3629.npy,{5|4|6|6},{5|4|5|4},3629,0,2,0.5;0.5;0.0
1904,personal,5865001,8.0,/z/lancelcy/R21/mfbs/3630.npy,{6|5|6|8},{6|6|6|8},3630,2,2,0.0;0.0;1.0
1905,personal,5865001,11.0,/z/lancelcy/R21/mfbs/3631.npy,{7|6|6|7},{5|6|6|4},3631,2,2,0.25;0.25;0.5
1906,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3633.npy,{5|6|6|6},{6|7|6|6},3633,2,2,0.0;0.0;1.0
1907,assessment,5865001,5.0,/z/lancelcy/R21/mfbs/3634.npy,{5|4|6|5|7},{5|5|6|6|7},3634,2,1,0.0;0.4;0.6
1908,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3635.npy,{5|5|6|5},{6|6|6|6},3635,2,1,0.0;0.0;1.0
1909,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3636.npy,{5|5|6|6},{6|6|6|6},3636,2,1,0.0;0.0;1.0
1910,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3637.npy,{5|6|5|5},{4|5|4|4},3637,0,1,0.75;0.25;0.0
1911,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3638.npy,{6|5|6|6},{5|5|6|5},3638,1,2,0.0;0.75;0.25
1912,assessment,5865001,8.0,/z/lancelcy/R21/mfbs/3639.npy,{5|5|5|6},{5|5|5|6},3639,1,1,0.0;0.75;0.25
1913,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3641.npy,{4|4|5|4},{3|3|4|4},3641,0,0,1.0;0.0;0.0
1914,assessment,5865001,13.0,/z/lancelcy/R21/mfbs/3642.npy,{5|4|5|4},{5|3|4|5},3642,0,0,0.5;0.5;0.0
1915,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3645.npy,{5|4|4|4},{4|5|5|4},3645,0,0,0.5;0.5;0.0
1916,assessment,5865001,16.0,/z/lancelcy/R21/mfbs/3646.npy,{4|3|5|4|2},{4|2|3|5|2},3646,0,0,0.8;0.2;0.0
1917,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3647.npy,{5|5|5|5},{5|4|5|6},3647,1,1,0.25;0.5;0.25
1918,assessment,5865001,13.0,/z/lancelcy/R21/mfbs/3648.npy,{5|5|6|6},{5|3|5|6},3648,1,1,0.25;0.5;0.25
1919,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3649.npy,{5|6|6|5},{6|7|7|7},3649,2,1,0.0;0.0;1.0
1920,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3650.npy,{5|6|6|6},{6|4|6|7},3650,2,2,0.25;0.0;0.75
1921,assessment,5865001,7.0,/z/lancelcy/R21/mfbs/3653.npy,{5|5|4|4},{5|4|4|5},3653,0,0,0.5;0.5;0.0
1922,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3655.npy,{6|5},{6|5},3655,1,1,0.0;0.5;0.5
1923,assessment,5865001,7.0,/z/lancelcy/R21/mfbs/3656.npy,{5|5|5|5},{6|6|6|5},3656,2,1,0.0;0.25;0.75
1924,assessment,5865001,7.0,/z/lancelcy/R21/mfbs/3657.npy,{5|6},{5|5},3657,1,1,0.0;1.0;0.0
1925,assessment,5865001,7.0,/z/lancelcy/R21/mfbs/3658.npy,{6|5},{6|5},3658,1,1,0.0;0.5;0.5
1926,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3663.npy,{5|5|6|5},{4|4|5|5},3663,0,1,0.5;0.5;0.0
1927,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3664.npy,{4|5|6|5|6},{5|4|5|5|7},3664,1,1,0.2;0.6;0.2
1928,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3666.npy,{4},{5},3666,1,0,0.0;1.0;0.0
1929,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3667.npy,{4|5|5},{3|4|5},3667,0,1,0.6666666666666666;0.3333333333333333;0.0
1930,assessment,5865001,5.0,/z/lancelcy/R21/mfbs/3668.npy,{5|5|6|5},{5|3|5|6},3668,1,1,0.25;0.5;0.25
1931,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3670.npy,{4|4|6|6},{6|6|7|6},3670,2,0,0.0;0.0;1.0
1932,assessment,5865001,11.0,/z/lancelcy/R21/mfbs/3671.npy,{5|4|4|5},{5|6|6|6},3671,2,0,0.0;0.25;0.75
1933,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3676.npy,{4|2|6|4},{3|3|5|5},3676,0,0,0.5;0.5;0.0
1934,assessment,5865001,7.0,/z/lancelcy/R21/mfbs/3677.npy,{5|5|6|5|4},{5|4|5|4|6},3677,0,1,0.4;0.4;0.2
1935,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3679.npy,{4|3|5|4},{4|2|3|4},3679,0,0,1.0;0.0;0.0
1936,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3680.npy,{5|5|6|4},{6|3|5|6},3680,2,1,0.25;0.25;0.5
1937,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3681.npy,{5|4|5|3},{5|3|4|4},3681,0,0,0.75;0.25;0.0
1938,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3682.npy,{4|3|3|4},{4|3|5|4},3682,0,0,0.75;0.25;0.0
1939,personal,5865001,12.0,/z/lancelcy/R21/mfbs/3683.npy,{5|6|5|6|7},{6|6|6|8|8},3683,2,2,0.0;0.0;1.0
1940,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3684.npy,{5|4|6|5},{3|3|5|5},3684,0,1,0.5;0.5;0.0
1941,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3685.npy,{5|5|5|5},{6|4|5|5},3685,1,1,0.25;0.5;0.25
1942,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3687.npy,{4|4|5|4},{4|3|4|4},3687,0,0,1.0;0.0;0.0
1943,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3691.npy,{5|3|4|6},{6|3|6|6},3691,2,0,0.25;0.0;0.75
1944,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3694.npy,{5|2|5|4|6},{3|5|3|4|4},3694,0,0,0.8;0.2;0.0
1945,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3696.npy,{5|5|5|3},{5|5|5|5},3696,1,1,0.0;1.0;0.0
1946,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3697.npy,{5|6|5|6},{5|6|5|4},3697,1,1,0.25;0.5;0.25
1947,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3708.npy,{4|3|5|5|3},{4|3|4|6|2},3708,0,0,0.8;0.0;0.2
1948,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3710.npy,{3|4|3|3|5},{3|3|5|1|3},3710,0,0,0.8;0.2;0.0
1949,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3714.npy,{7|4|4|5},{5|4|5|4},3714,0,0,0.5;0.5;0.0
1950,personal,5865001,11.0,/z/lancelcy/R21/mfbs/3717.npy,{5|6|6|6},{5|5|5|6},3717,1,2,0.0;0.75;0.25
1951,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3718.npy,{5|6|6|5},{5|4|4|5},3718,0,1,0.5;0.5;0.0
1952,personal,5865001,11.0,/z/lancelcy/R21/mfbs/3719.npy,{5|5|5|6|6},{5|5|5|5|4},3719,1,1,0.2;0.8;0.0
1953,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3720.npy,{5|6|6|6},{5|7|5|6},3720,1,2,0.0;0.5;0.5
1954,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3721.npy,{7|7|6|8|7},{4|4|4|4|4},3721,0,2,1.0;0.0;0.0
1955,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3723.npy,{5|5|5|5},{5|6|5|6},3723,1,1,0.0;0.5;0.5
1956,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3724.npy,{5|5|5|7},{6|6|5|5},3724,1,1,0.0;0.5;0.5
1957,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3725.npy,{5|6|5|5},{6|6|5|5},3725,1,1,0.0;0.5;0.5
1958,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3726.npy,{5|6|6|5},{6|7|5|5},3726,1,1,0.0;0.5;0.5
1959,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3727.npy,{5|6|5|5},{6|6|5|5},3727,1,1,0.0;0.5;0.5
1960,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3728.npy,{6|5|5|6},{5|4|5|5},3728,1,1,0.25;0.75;0.0
1961,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3729.npy,{5|5|6|5},{5|4|5|5},3729,1,1,0.25;0.75;0.0
1962,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3730.npy,{3|4|5|5},{5|5|5|6},3730,1,0,0.0;0.75;0.25
1963,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3731.npy,{5|7|5|7|7},{6|5|5|6|7},3731,2,2,0.0;0.4;0.6
1964,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3732.npy,{4|6|5|5|4},{6|6|5|5|5},3732,1,0,0.0;0.6;0.4
1965,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3733.npy,{6|7|6|7},{4|4|5|5},3733,0,2,0.5;0.5;0.0
1966,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3734.npy,{7|6|6|6},{4|3|5|5},3734,0,2,0.5;0.5;0.0
1967,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3736.npy,{5|7|7|7},{4|4|5|2},3736,0,2,0.75;0.25;0.0
1968,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3737.npy,{6|8|8|8},{4|3|4|2},3737,0,2,1.0;0.0;0.0
1969,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3740.npy,{6|7|7|8|7},{4|3|4|3|5},3740,0,2,0.8;0.2;0.0
1970,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3741.npy,{5|6|6|6},{4|4|4|5},3741,0,2,0.75;0.25;0.0
1971,personal,5865001,14.0,/z/lancelcy/R21/mfbs/3744.npy,{5|5|6|5},{5|6|5|5},3744,1,1,0.0;0.75;0.25
1972,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3749.npy,{7|5|6|6},{6|6|7|6},3749,2,2,0.0;0.0;1.0
1973,assessment,5865001,6.0,/z/lancelcy/R21/mfbs/3750.npy,{4|5|5|5},{4|3|4|3},3750,0,1,1.0;0.0;0.0
1974,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3751.npy,{4|5|6|5|4},{4|4|4|3|2},3751,0,0,1.0;0.0;0.0
1975,assessment,5865001,15.0,/z/lancelcy/R21/mfbs/3752.npy,{5|6|6|6},{5|6|6|7},3752,2,2,0.0;0.25;0.75
1976,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3753.npy,{5|4|6|5},{5|4|5|5},3753,1,1,0.25;0.75;0.0
1977,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3754.npy,{5|7|7|6},{6|6|6|5},3754,2,2,0.0;0.25;0.75
1978,assessment,5865001,9.0,/z/lancelcy/R21/mfbs/3755.npy,{5|6|6|5},{5|5|5|6},3755,1,1,0.0;0.75;0.25
1979,assessment,5865001,2.0,/z/lancelcy/R21/mfbs/3756.npy,{5|5|6|6|7},{4|5|5|5|7},3756,1,2,0.2;0.6;0.2
1980,assessment,5865001,5.0,/z/lancelcy/R21/mfbs/3757.npy,{5|6|7|8},{5|5|6|6},3757,1,2,0.0;0.5;0.5
1981,assessment,5865001,4.0,/z/lancelcy/R21/mfbs/3759.npy,{5|5|6|4|6},{5|4|4|5|6},3759,0,1,0.4;0.4;0.2
1982,assessment,5865001,9.0,/z/lancelcy/R21/mfbs/3760.npy,{7|7|7|6|8},{6|6|6|6|7},3760,2,2,0.0;0.0;1.0
1983,assessment,5865001,6.0,/z/lancelcy/R21/mfbs/3762.npy,{5|4|5|5|6},{5|4|4|4|5},3762,0,1,0.6;0.4;0.0
1984,assessment,5865001,10.0,/z/lancelcy/R21/mfbs/3763.npy,{6|4|6|4},{4|3|4|3},3763,0,0,1.0;0.0;0.0
1985,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3764.npy,{5|5|6|5},{4|4|5|5},3764,0,1,0.5;0.5;0.0
1986,assessment,5865001,8.0,/z/lancelcy/R21/mfbs/3765.npy,{5|5|7|6},{5|4|5|5},3765,1,1,0.25;0.75;0.0
1987,assessment,5865001,6.0,/z/lancelcy/R21/mfbs/3766.npy,{5|5|6|6},{4|5|5|5},3766,1,1,0.25;0.75;0.0
1988,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3767.npy,{4|3|4|4},{5|4|5|5},3767,1,0,0.25;0.75;0.0
1989,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3768.npy,{5|4|5|5},{5|5|5|5},3768,1,1,0.0;1.0;0.0
1990,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3769.npy,{5|4|6|5},{5|4|5|5},3769,1,1,0.25;0.75;0.0
1991,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3770.npy,{4|3|4|5|5},{5|3|5|5|5},3770,1,0,0.2;0.8;0.0
1992,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3771.npy,{5|4|6|4|3},{6|4|5|5|3},3771,0,0,0.4;0.4;0.2
1993,assessment,5865001,12.0,/z/lancelcy/R21/mfbs/3772.npy,{5|5|6|5|6},{5|4|5|6|5},3772,1,1,0.2;0.6;0.2
1994,assessment,5865001,5.0,/z/lancelcy/R21/mfbs/3773.npy,{5|5|6|5},{4|5|5|6},3773,1,1,0.25;0.5;0.25
1995,assessment,5865001,6.0,/z/lancelcy/R21/mfbs/3774.npy,{5|5|7|5},{5|4|5|5},3774,1,1,0.25;0.75;0.0
1996,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3775.npy,{4|4|5|4|5},{5|4|4|4|5},3775,0,0,0.6;0.4;0.0
1997,assessment,5865001,8.0,/z/lancelcy/R21/mfbs/3776.npy,{5|6|6|5},{5|4|5|5},3776,1,1,0.25;0.75;0.0
1998,assessment,5865001,19.0,/z/lancelcy/R21/mfbs/3777.npy,{5|4|6|6},{5|3|3|2},3777,0,2,0.75;0.25;0.0
1999,assessment,5865001,3.0,/z/lancelcy/R21/mfbs/3779.npy,{5|5|6|6},{5|5|5|5},3779,1,1,0.0;1.0;0.0
2000,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3794.npy,{5|5|6|5|6},{6|7|5|6|7},3794,2,1,0.0;0.2;0.8
2001,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3795.npy,{5|3|4|4},{5|6|5|5},3795,1,0,0.0;0.75;0.25
2002,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3796.npy,{5|4|5|6},{5|3|5|5},3796,1,1,0.25;0.75;0.0
2003,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3800.npy,{5|6|5|6},{5|5|5|5},3800,1,1,0.0;1.0;0.0
2004,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3801.npy,{4|5|5|6|4},{4|6|4|6|2},3801,0,0,0.6;0.0;0.4
2005,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3802.npy,{5|5|5|5|6},{5|5|5|7|6},3802,1,1,0.0;0.6;0.4
2006,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3804.npy,{5|6|6|5},{5|5|5|5},3804,1,1,0.0;1.0;0.0
2007,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3805.npy,{5|6|6|6|4},{5|6|5|5|3},3805,1,2,0.2;0.6;0.2
2008,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3806.npy,{6|7|6|7},{5|7|5|5},3806,1,2,0.0;0.75;0.25
2009,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3807.npy,{5|6|6|5},{5|5|5|6},3807,1,1,0.0;0.75;0.25
2010,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3808.npy,{6|6|6|6|5},{6|5|5|5|7},3808,1,2,0.0;0.6;0.4
2011,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3809.npy,{5|4|6|6},{6|3|5|5},3809,1,2,0.25;0.5;0.25
2012,personal,5865001,8.0,/z/lancelcy/R21/mfbs/3810.npy,{6|7|6|6|7},{6|5|5|6|6},3810,2,2,0.0;0.4;0.6
2013,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3812.npy,{5|5|5|4|6},{5|5|6|6|4},3812,1,1,0.2;0.4;0.4
2014,personal,5865001,8.0,/z/lancelcy/R21/mfbs/3813.npy,{6|6|4|6},{6|6|5|5},3813,1,2,0.0;0.5;0.5
2015,personal,5865001,5.0,/z/lancelcy/R21/mfbs/3814.npy,{5|7|7|6},{5|7|5|7},3814,1,2,0.0;0.5;0.5
2016,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3815.npy,{7|7|6|7},{5|7|5|8},3815,1,2,0.0;0.5;0.5
2017,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3816.npy,{6|7|6|6},{6|6|5|6},3816,2,2,0.0;0.25;0.75
2018,personal,5865001,10.0,/z/lancelcy/R21/mfbs/3817.npy,{7|7|7|8},{6|4|5|2},3817,0,2,0.5;0.25;0.25
2019,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3819.npy,{6|7|6|8},{4|4|5|2},3819,0,2,0.75;0.25;0.0
2020,personal,5865001,9.0,/z/lancelcy/R21/mfbs/3821.npy,{6|6|6|7|7},{6|6|5|6|7},3821,2,2,0.0;0.2;0.8
2021,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3822.npy,{5|6|5|5},{5|6|5|5},3822,1,1,0.0;0.75;0.25
2022,personal,5865001,3.0,/z/lancelcy/R21/mfbs/3824.npy,{5|7|6|6|7},{5|5|5|5|6},3824,1,2,0.0;0.8;0.2
2023,personal,5865001,13.0,/z/lancelcy/R21/mfbs/3827.npy,{5|6|6|6},{5|7|5|3},3827,1,2,0.25;0.5;0.25
2024,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3828.npy,{5|4|5|4},{5|3|4|4},3828,0,0,0.75;0.25;0.0
2025,personal,5865001,2.0,/z/lancelcy/R21/mfbs/3829.npy,{5|5|5|6},{5|5|4|7},3829,1,1,0.25;0.5;0.25
2026,personal,5865001,7.0,/z/lancelcy/R21/mfbs/3830.npy,{5|5|5|2},{4|4|5|2},3830,0,1,0.75;0.25;0.0
2027,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3831.npy,{5|4|5|4},{4|2|3|1},3831,0,0,1.0;0.0;0.0
2028,personal,5865001,4.0,/z/lancelcy/R21/mfbs/3832.npy,{5|5|6|6},{5|5|5|6},3832,1,1,0.0;0.75;0.25
2029,personal,5865001,6.0,/z/lancelcy/R21/mfbs/3835.npy,{4|5|5|7},{3|4|3|1},3835,0,1,1.0;0.0;0.0
